"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"181","@3YearLetterman @elonmusk Coach got'em good this time!

Tell them about the company car, coach! Not some cheap RC toy like a Tesla.",FALSE,0,"3YearLetterman",2020-03-07 03:00:55,FALSE,"1236033872883855361","1236124641963491329","911290549541289986","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bessertkj",0,FALSE,FALSE,NA,NA
"182","@Tesla_H963 @AliAdonis82 @Sumerian95 @drmhmdabbas @Bati48530893 <U+0647><U+064A> <U+0628><U+0642><U+062A> <U+0628><U+064A><U+0647><U+0627> <U+0634><U+0628><U+0627><U+0628> ... <U+0628><U+0648><U+064A><U+0647> <U+0627><U+0646><U+064A> <U+0631><U+064A><U+0648><U+0644><U+064A> <U+0628><U+0627><U+062F><U+0646>",FALSE,3,"Tesla_H963",2020-03-07 03:00:54,FALSE,"1236119448664150016","1236124636825468930","801243845954408448","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BajalanOmar",0,FALSE,FALSE,NA,NA
"183","RT @hnishi2509: Intel Xeon CPU<U+304C>DNN<U+306E><U+30C8><U+30EC><U+30FC><U+30CB><U+30F3><U+30B0><U+3067>Nvidia Tesla V100 GPU<U+306E><U+6027><U+80FD><U+3092><U+51CC><U+99D5><U+3057><U+305F><U+3068><U+306A>
<U+304A><U+3082><U+3057><U+308D><U+3044> https://t.co/cJCyPgYQJU",FALSE,0,NA,2020-03-07 03:00:45,FALSE,NA,"1236124602243276801",NA,"<a href=""http://www.twitpane.com"" rel=""nofollow"">TwitPanePlus</a>","smbd",4,TRUE,FALSE,NA,NA
"184","RT @Margaretmoves: @elonmusk and @IanPavelko @Model3Owners  are making an historic cross Canada trip along the Tesla supercharge highway fr…",FALSE,0,NA,2020-03-07 03:00:32,FALSE,NA,"1236124545251241984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dloewen2",1,TRUE,FALSE,NA,NA
"185","@BajalanOmar @AliAdonis82 @Tesla_H963 @Sumerian95 @drmhmdabbas https://t.co/7cZANwhXl9",FALSE,2,"BajalanOmar",2020-03-07 03:00:29,FALSE,"1236124282058612736","1236124533888819200","1213994952411078656","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bati48530893",0,FALSE,FALSE,NA,NA
"186","RT @L73622843: Nikola Tesla was known for his brilliant inventions, as well as his interest in time travel. When he died, John G Trump was…",FALSE,0,NA,2020-03-07 03:00:28,FALSE,NA,"1236124530420129792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jd_paladin",85,TRUE,FALSE,NA,NA
"187","PAPERBACK - My Inventions: Autobiography by Nikola Tesla  - https://t.co/Is8CAVhJZO - #paperback #academic #book",FALSE,0,NA,2020-03-07 03:00:20,FALSE,NA,"1236124497482321923",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","shapebookstore",0,FALSE,FALSE,NA,NA
"188","RT @VdarknessF: @grabaroot THANK YOU!
It's going to take me so damn long to wake people up!!!
Damn if I was spewing the falsities of Einste…",FALSE,0,NA,2020-03-07 03:00:15,FALSE,NA,"1236124473985839104",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","grabaroot",4,TRUE,FALSE,NA,NA
"189","Dragon shadow visible on on solar arrays.. One day we will be allowed to move your Tesla anywhere in the world, so… https://t.co/OMoBUFpz6W",FALSE,0,NA,2020-03-07 03:00:10,TRUE,NA,"1236124453752500224",NA,"<a href=""https://twitter.com/i/status/1180946570008621056"" rel=""nofollow"">Twitter for Altair 8800</a>","ElonPosting",0,FALSE,FALSE,NA,NA
"190","""Ahora quiero decirles algo y lo digo con la mejor y más inofensiva de las intenciones: no creo en el método. (...)… https://t.co/vT1eyickjF",FALSE,0,NA,2020-03-07 03:00:05,TRUE,NA,"1236124431027703808",NA,"<a href=""http://nadakedecir.net/"" rel=""nofollow"">nadakedecir.net*</a>","nadakedecirnet",0,FALSE,FALSE,NA,NA
"191","Innovation is not a forced formula. In Silicon Valley, although creative workspaces are important, innovation happe… https://t.co/xyPGyYIcAX",FALSE,0,NA,2020-03-07 03:00:01,TRUE,NA,"1236124415777050626",NA,"<a href=""https://ahathat.com/"" rel=""nofollow"">AHAthat 2.0</a>","kwiefling",0,FALSE,FALSE,NA,NA
"192","RT @moronmomma: <U+0001F440><U+0001F633><U+0001F525>

Add these two clips (2 tweets) together and imho you get a huge:

<U+0001F4A5><U+0001F4A5><U+0001F4A5><U+0001F4A5>BOOM<U+0001F4A5><U+0001F4A5><U+0001F4A5><U+0001F4A5>

<U+0001F4A5>President Trump mentions his Super Ge…",FALSE,0,NA,2020-03-07 02:59:59,FALSE,NA,"1236124409519202305",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wowkelliwow",6,TRUE,FALSE,NA,NA
"193","RT @automovilonline: Desde hace tiempo, #GeneralMotors ha manifestado su plan de electrificarse, pero no había ahondado en el cómo... sino…",FALSE,0,NA,2020-03-07 02:59:58,FALSE,NA,"1236124401902419969",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sergio07234649",6,TRUE,FALSE,NA,NA
"194","RT @julesboag: The skateboard #Teslavandal has been arrested and charged! Thanks @elonmusk and #Tesla for #SentryMode It wouldn’t have been…",FALSE,0,NA,2020-03-07 02:59:57,FALSE,NA,"1236124398085533696",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","O2SupremeVermin",10,TRUE,FALSE,NA,NA
"195","RT @Western2A: But how did the ancients know Saturn had hexagon on top of it? How could they possibly make all of these associations withou…",FALSE,0,NA,2020-03-07 02:59:55,FALSE,NA,"1236124390196211713",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","araffbrab",56,TRUE,FALSE,NA,NA
"196","RT @nathaliewrth: you know what would help me not panic? a free tesla",FALSE,0,NA,2020-03-07 02:59:54,FALSE,NA,"1236124384500170752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kevingsss",11,TRUE,FALSE,NA,NA
"197","RT @Sling35419208: Bold prediction cotton. Does she know Tesla has 2.5 factories and 1 percent market share? Maybe the other 99 percent of…",FALSE,0,NA,2020-03-07 02:59:47,FALSE,NA,"1236124355354144769",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","slippinjimmyS24",2,TRUE,FALSE,NA,NA
"198","RT @InsideEVs: So, @GM has an upcoming 200-kWh battery that promises 400 miles of range. Meanwhile, @Tesla with its Model S goes 390 miles…",FALSE,0,NA,2020-03-07 02:59:42,FALSE,NA,"1236124336982900736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dimasnotdimes",26,TRUE,FALSE,NA,NA
"199","@AliAdonis82 @Tesla_H963 @Sumerian95 @drmhmdabbas @Bati48530893 <U+0634><U+0646><U+0648> <U+0627><U+0644><U+0645><U+0632><U+0629> <U+0627><U+0644><U+064A><U+0648><U+0645><U+061F>",FALSE,1,"AliAdonis82",2020-03-07 02:59:29,FALSE,"1236123423107100673","1236124282058612736","709450130987024384","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BajalanOmar",0,FALSE,FALSE,NA,NA
"200","@badimo BRUH ASIMO AND BADCC, u made the game really well but it's 6 march, 2020 and u didn't fix the tesla glitch yet",FALSE,0,"badimo",2020-03-07 02:59:27,FALSE,NA,"1236124273594503168","858065622097436672","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KenzoTasaki",0,FALSE,FALSE,NA,NA
"201","@InsideEVs @GM @Tesla @elonmusk No because nobody wants to own a GM vehicle.",FALSE,0,"InsideEVs",2020-03-07 02:59:25,FALSE,"1236077695643119621","1236124265499500546","568621669","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TrickTalbot",0,FALSE,FALSE,NA,NA
"202","RT @moronmomma: <U+0001F440><U+0001F633><U+0001F525>

Add these two clips (2 tweets) together and imho you get a huge:

<U+0001F4A5><U+0001F4A5><U+0001F4A5><U+0001F4A5>BOOM<U+0001F4A5><U+0001F4A5><U+0001F4A5><U+0001F4A5>

<U+0001F4A5>President Trump mentions his Super Ge…",FALSE,0,NA,2020-03-07 02:59:21,FALSE,NA,"1236124246222438400",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","moronmomma",6,TRUE,FALSE,NA,NA
"203","@ADMAN348 @elonmusk @Tesla @Model3Owners Mucho Gracias. That car is sick. Like really sick.",FALSE,0,"ADMAN348",2020-03-07 02:59:11,FALSE,"1236101921364004864","1236124206481408000","381520063","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","keillorkjstudio",0,FALSE,FALSE,NA,NA
"204","RT @Reuters: Tesla CEO Elon Musk tweets that 'coronavirus panic is dumb' https://t.co/RVcAHFFDXC https://t.co/T5fmTKA2tc",FALSE,0,NA,2020-03-07 02:59:08,FALSE,NA,"1236124193424650240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pordiozero",55,TRUE,FALSE,NA,NA
"205","@bh13850 @Beavis103 @InsideEVs @GM @Tesla @elonmusk Their investing billions in R&amp;D and are about to break ground o… https://t.co/pwcGiktKcH",FALSE,0,"bh13850",2020-03-07 02:59:00,TRUE,"1236082740237406213","1236124158976757760","730462699113549825","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The_real_colin",0,FALSE,FALSE,NA,NA
"206","@KaliforniaNati2 How long were Tesla’s arms?",FALSE,0,"KaliforniaNati2",2020-03-07 02:58:56,FALSE,"1235816917895507971","1236124142144860160","1018965205445795840","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tbod13",0,FALSE,FALSE,NA,NA
"207","@brianoblinger @Tesla That's awesome! <U+0001F436>",FALSE,0,"brianoblinger",2020-03-07 02:58:54,FALSE,"1236105306955870210","1236124136885358592","15339534","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PaolaJohnsonTS",0,FALSE,FALSE,NA,NA
"208","@lorakolodny Pretty much sums up CNBC’s coverage of Tesla: https://t.co/kIqm2hA3XN",FALSE,0,"lorakolodny",2020-03-07 02:58:54,FALSE,"1236120857581240320","1236124133512990720","27046692","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xiang_aw",0,FALSE,FALSE,NA,NA
"209","Tesla stock rockets to new highs after fourth-quarter profit beats estimates https://t.co/1hbOQabltd #tech #business https://t.co/Ti6oQFAnJk",FALSE,0,NA,2020-03-07 02:58:33,FALSE,NA,"1236124044761563136",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","RezaC1",0,FALSE,FALSE,NA,NA
"210","@BreitbartNews Hey! Her husband drives a Tesla! Success!",FALSE,0,"BreitbartNews",2020-03-07 02:58:32,FALSE,"1236106829328986113","1236124042668564480","457984599","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FifiMagpie",0,FALSE,FALSE,NA,NA
"211","@tesla_own <U+305D><U+306E><U+307E><U+307E><U+30D7><U+30EC><U+30C7><U+30BF><U+30FC>",FALSE,0,"tesla_own",2020-03-07 02:58:27,FALSE,"1236111783758159872","1236124022691119105","1134301334927134721","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shoooo_dy",0,FALSE,FALSE,NA,NA
"212","RT @samphomsopha: @elonmusk can I get an amber alert mode on my Tesla? The Tesla gets an amber alert and it could start scanning license pl…",FALSE,0,NA,2020-03-07 02:58:17,FALSE,NA,"1236123980685172736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TwoStonedJoe1",15,TRUE,FALSE,NA,NA
"213","RT @jpr007: 1,167 Tesla vehicles have been sent to Australia in 2020

Tesla holds about 80% of new EV sales to date in 2020

16,278 EVs wer…",FALSE,0,NA,2020-03-07 02:58:13,FALSE,NA,"1236123964738424832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarkPlackett1",10,TRUE,FALSE,NA,NA
"214","<U+0001F300> Vídeo: Prueba del Tesla Model 3 #Coches https://t.co/5XdpkJTyH9",FALSE,0,NA,2020-03-07 02:58:12,FALSE,NA,"1236123959395004417",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NotaVeraz",0,FALSE,FALSE,NA,NA
"215","RT @samphomsopha: @elonmusk can I get an amber alert mode on my Tesla? The Tesla gets an amber alert and it could start scanning license pl…",FALSE,0,NA,2020-03-07 02:58:11,FALSE,NA,"1236123956467228677",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_ceemedina",15,TRUE,FALSE,NA,NA
"216","@Tesla What the new Tesla gonna look like",FALSE,0,"Tesla",2020-03-07 02:58:10,FALSE,"1235662616695107587","1236123951568506880","13298072","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alex43809586",0,FALSE,FALSE,NA,NA
"217","RT @Reuters: Tesla CEO Elon Musk tweets that 'coronavirus panic is dumb' https://t.co/RVcAHFFDXC https://t.co/T5fmTKA2tc",FALSE,0,NA,2020-03-07 02:58:09,FALSE,NA,"1236123947302703105",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","D91882373",55,TRUE,FALSE,NA,NA
"218","Yea, that's  because Tesla's stock is falling ! https://t.co/aI21pM4avi",FALSE,0,NA,2020-03-07 02:58:08,FALSE,NA,"1236123942886273024",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SantoshSusarla",0,FALSE,FALSE,NA,NA
"219","Banyak yang mengira Thomas Edison adalah penemu terhebat, namun kebanyakan ide Edison berasal dari Nikola Tesla.",FALSE,0,NA,2020-03-07 02:57:53,FALSE,NA,"1236123880822943747",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","JadiSemakinTau",0,FALSE,FALSE,NA,NA
"220","Please give me a Tesla I’m in a need of a car <U+0001F62D> https://t.co/HNxw8A1gwM",FALSE,0,NA,2020-03-07 02:57:53,FALSE,NA,"1236123877065011201",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","octobersvryown",0,FALSE,FALSE,NA,NA
"221","RT @moronmomma: <U+0001F914>So we have mention of his Uncle, Dr John Trump who supposedly retrieved all of Tesla’s paper after he died.

<U+0001F449>He also tell…",FALSE,0,NA,2020-03-07 02:57:51,FALSE,NA,"1236123868856606721",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nayvee99",3,TRUE,FALSE,NA,NA
"222","Yup or Douglas Aircraft, creator of the worldwide Tesla fleet",FALSE,0,NA,2020-03-07 02:57:49,FALSE,NA,"1236123864129814528",NA,"<a href=""https://github.com/sriram13k/BlabberBot"" rel=""nofollow"">BlabberBotOfficial</a>","Blabberbotoffi1",0,FALSE,FALSE,NA,NA
"223","@JoshSim33363060 @spleck @thirdrowtesla @28delayslater A rough experience but glad you finally got it! Congratulati… https://t.co/k0HZ4wy1jY",FALSE,0,"JoshSim33363060",2020-03-07 02:57:41,TRUE,"1236102678033436674","1236123827572260864","1150942673332789251","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RBflyboy",0,FALSE,FALSE,NA,NA
"224","RT @TeslaOwnersTwn: hey @elonmusk @tesla could we get a date and timestamp on all dashcam video footage? Maybe even car speed? #tesla Share…",FALSE,0,NA,2020-03-07 02:57:38,FALSE,NA,"1236123817564688386",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iphone_robm",114,TRUE,FALSE,NA,NA
"225","@Tomsjotun @Tesla Pics on car? Are they 19s?",FALSE,0,"Tomsjotun",2020-03-07 02:57:36,FALSE,"1234761740069560321","1236123807888232449","65038755","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MEOWPWR",0,FALSE,FALSE,NA,NA
"226","RT @Resilient_EC: Our solution with @5B_Au and @Tesla connects homes and businesses to power in less than a day. Pre-built, folded up and p…",FALSE,0,NA,2020-03-07 02:57:32,FALSE,NA,"1236123789622005760",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","master_ofsome",15,TRUE,FALSE,NA,NA
"227","RT @L73622843: Nikola Tesla was known for his brilliant inventions, as well as his interest in time travel. When he died, John G Trump was…",FALSE,0,NA,2020-03-07 02:57:30,FALSE,NA,"1236123781967384576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ElisaMichaels",85,TRUE,FALSE,NA,NA
"228","@clee5638 After stuff like this happened too many times I filed for my “Tesla divorce”. This company is in utter di… https://t.co/XHwrc9B3o7",FALSE,0,"clee5638",2020-03-07 02:57:29,TRUE,"1236028716397944832","1236123777496276994","4886954638","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kolja__",0,FALSE,FALSE,NA,NA
"229","RT @orthereaboot: $TSLA, sued again for sex assault &amp; retaliation. Employee forced to work under a gentleman that ""grabbed her by the wrist…",FALSE,0,NA,2020-03-07 02:57:26,FALSE,NA,"1236123765236432896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","StopThatMadness",6,TRUE,FALSE,NA,NA
"230","Tbh my first dnd character Tesla would be an absolute nightmare. She has multiple mage friends to help her out as w… https://t.co/NDz6G5p1ds",FALSE,0,NA,2020-03-07 02:57:25,TRUE,NA,"1236123762719969280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lamooregalore",0,FALSE,FALSE,NA,NA
"231","@CNN It sounds like there are some SMART people coming out of colleges these days. But listening to their statement… https://t.co/WvXwNOriQ5",FALSE,0,"CNN",2020-03-07 02:57:22,TRUE,"1236118785180004352","1236123749780344832","759251","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jim86934522",0,FALSE,FALSE,NA,NA
"232","RT @M3P_Stealth: <U+4ECA><U+65E5><U+306F> @teslamotorsjp <U+3055><U+3093><U+3088><U+308A> #<U+30E2><U+30C7><U+30EB>3 <U+3092><U+7121><U+4E8B><U+7D0D><U+8ECA><U+3057><U+3066><U+3044><U+305F><U+3060><U+304D><U+307E><U+3057><U+305F><U+0001F389>

<U+3053><U+308C><U+3067><U+50D5><U+3082><U+3001><U+304B><U+306A><U+308A><U+7121><U+7406><U+3057><U+3066><U+307E><U+3059><U+304C>19<U+6B73><U+3067><U+30C6><U+30B9><U+30E9><U+30AA><U+30FC><U+30CA><U+30FC><U+3067><U+3059><U+7B11><U+270C><U+FE0F>

<U+30C6><U+30B9><U+30E9><U+30AA><U+30FC><U+30CA><U+30FC><U+306E><U+65B9><U+3005><U+3001><U+3069><U+3046><U+305E><U+3053><U+308C><U+304B><U+3089><U+3088><U+308D><U+3057><U+304F><U+304A><U+9858><U+3044><U+3057><U+307E><U+3059><U+0001F647><U+200D><U+2642><U+FE0F>

<U+0001F1FA><U+0001F1F8> @Tes…",FALSE,0,NA,2020-03-07 02:57:21,FALSE,NA,"1236123742901694464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LOVE_FAN_Tesla",55,TRUE,FALSE,NA,NA
"233","RT @1stPrincipleInv: Anything else is just noise, including the quarterly deliveries and earnings, and the short-term share price volatilit…",FALSE,0,NA,2020-03-07 02:57:13,FALSE,NA,"1236123709959573504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LeonardChoong",2,TRUE,FALSE,NA,NA
"234","@Model3Owners Do we know why he did it? I just want to understand what's the motivation of these people. Is this Te… https://t.co/myVNQGHzqN",FALSE,0,"Model3Owners",2020-03-07 02:57:11,TRUE,"1236122560154292224","1236123704704319488","704835627183788032","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KounisTou",0,FALSE,FALSE,NA,NA
"235","@Tesla_H963 <U+0644><U+0639><U+0644><U+0647><U+0627> <U+062A><U+0646><U+0641><U+0639>",FALSE,0,"Tesla_H963",2020-03-07 02:57:11,FALSE,"1236078245788782592","1236123703404122114","801243845954408448","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","neroon87",0,FALSE,FALSE,NA,NA
"236","RT @4everNeverTrump: Tesla stock is falling since there are supply chain issues and sales in China are tanking.

Tesla can't have its emplo…",FALSE,0,NA,2020-03-07 02:57:09,FALSE,NA,"1236123694088564736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ladacyn",101,TRUE,FALSE,NA,NA
"237","@OversteeredBad @Kaih042018 @edmunds Yeah, fuel savings shouldn't be the main selling point of a Tesla. They're def… https://t.co/TcdtVFU2GU",FALSE,0,"OversteeredBad",2020-03-07 02:57:09,TRUE,"1236101433910595585","1236123693325090816","930280249753030656","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jason_Hess_",0,FALSE,FALSE,NA,NA
"238","RT @dcexaminer: ""Coronavirus panic is dumb"": Tesla &amp; SpaceX's @ElonMusk dismisses fear of virus outbreak. 

https://t.co/83molvPbWZ",FALSE,0,NA,2020-03-07 02:57:05,FALSE,NA,"1236123679014244352",NA,"<a href=""http://twinybots.com"" rel=""nofollow"">TwinyBots</a>","GowriShankr_GS",15,TRUE,FALSE,NA,NA
"239","I’m glad I held off on the Tesla. I love my bimmer and I’m ready to buy this beauty if most of the concept is reali… https://t.co/yq6vFUOziT",FALSE,0,NA,2020-03-07 02:57:00,TRUE,NA,"1236123656096337920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xerners",0,FALSE,FALSE,NA,NA
"240","@28delayslater @sbalatan tesla wont need money. they will just slow down operations. maybe empty a tent or two.",FALSE,0,"28delayslater",2020-03-07 02:56:49,FALSE,"1235785655831142407","1236123609674002434","998140573008695296","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","trytohelpyou1",0,FALSE,FALSE,NA,NA
"241","RT @M3P_Stealth: <U+2066>@model3yokohama<U+2069> <U+3055><U+3093><U+306E><U+5354><U+529B><U+3092><U+5F97><U+3066><U+3001><U+521D><U+3081><U+3066><U+30D6><U+30ED><U+30B0><U+306B><U+307E><U+3068><U+3081><U+3066><U+307F><U+307E><U+3057><U+305F>!!
<U+304A><U+6642><U+9593><U+304C><U+3042><U+308B><U+3068><U+304D><U+306B><U+6687><U+6F70><U+3057><U+306B><U+3067><U+3082><U+8AAD><U+3093><U+3067><U+307F><U+3066><U+304F><U+3060><U+3055><U+3044><U+0001F607>

10<U+4EE3><U+3067><U+30C6><U+30B9><U+30E9><U+3092><U+6240><U+6709><U+3059><U+308B><U+65B9><U+6CD5>!! | <U+30C6><U+30B9><U+30AB><U+30B9> https://t.co/ZrItnwDDWE",FALSE,0,NA,2020-03-07 02:56:46,FALSE,NA,"1236123598563115008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LOVE_FAN_Tesla",32,TRUE,FALSE,NA,NA
"242","RT @InsideEVs: So, @GM has an upcoming 200-kWh battery that promises 400 miles of range. Meanwhile, @Tesla with its Model S goes 390 miles…",FALSE,0,NA,2020-03-07 02:56:39,FALSE,NA,"1236123569869946880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","robertmcrowe",26,TRUE,FALSE,NA,NA
"243","@elonmusk @elonmusk I don't what's dummer..either that or the panic you've caused the Queen City of Buffalo NY by s… https://t.co/NbnlIopnbO",FALSE,0,"elonmusk",2020-03-07 02:56:30,TRUE,"1236029449042198528","1236123532343590912","44196397","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DonieJolles",0,FALSE,FALSE,NA,NA
"244","RT @Teslarati: Close up look at Tesla Track Mode V2 SETTINGS in action https://t.co/VtvWYrC5g6",FALSE,0,NA,2020-03-07 02:56:29,FALSE,NA,"1236123526391881728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","moysauc3",58,TRUE,FALSE,NA,NA
"245","RT @basil26: @TS_SCI_MAJIC12 Unleash Tesla’s genius <U+0001F60E> https://t.co/gefNHa2rp3",FALSE,0,NA,2020-03-07 02:56:28,FALSE,NA,"1236123521832701952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","peilmymailcom1",1,TRUE,FALSE,NA,NA
"246","RT @evmom111: Who said @Tesla didn't accomodate preggo women in their design?! <U+0001F914> 37 weeks with baby #4 here <U+0001F64B><U+0001F3FC><U+200D><U+2640><U+FE0F> &amp; for real... these heat…",FALSE,0,NA,2020-03-07 02:56:26,FALSE,NA,"1236123515247398912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kristennetten",11,TRUE,FALSE,NA,NA
"247","@Kristennetten @Tesla @elonmusk @RandyPobst @thirdrowtesla Cylon sound would be best",FALSE,0,"Kristennetten",2020-03-07 02:56:25,FALSE,"1236047185549987840","1236123510461919234","985686123123949568","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ocularion9",0,FALSE,FALSE,NA,NA
"248","RT @julesboag: The skateboard #Teslavandal has been arrested and charged! Thanks @elonmusk and #Tesla for #SentryMode It wouldn’t have been…",FALSE,0,NA,2020-03-07 02:56:24,FALSE,NA,"1236123505177092097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JohnnaCrider1",10,TRUE,FALSE,NA,NA
"249","RT @Reuters: Tesla CEO Elon Musk tweets that 'coronavirus panic is dumb' https://t.co/mx4yHFamIG https://t.co/gx8cOGhEU7",FALSE,0,NA,2020-03-07 02:56:24,FALSE,NA,"1236123504216403968",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","wmdfernando",210,TRUE,FALSE,NA,NA
"250","RT @Reuters: Tesla CEO Elon Musk tweets that 'coronavirus panic is dumb' https://t.co/RVcAHFFDXC https://t.co/T5fmTKA2tc",FALSE,0,NA,2020-03-07 02:56:18,FALSE,NA,"1236123480510402560",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","juliewa43117224",55,TRUE,FALSE,NA,NA
"251","RT @Gladysdani_: Field Day! Tesla Event at 2811 E Park Row with DF Wireless<U+2728> https://t.co/9io04EVwZO",FALSE,0,NA,2020-03-07 02:56:16,FALSE,NA,"1236123470603456512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeorgeNavaMETRO",1,TRUE,FALSE,NA,NA
"252","@Asher_Wolf Now, for transport (and a few other things). Better when we have some electric vans 
https://t.co/3IONJRZ3oL",FALSE,0,"Asher_Wolf",2020-03-07 02:56:15,FALSE,"1236093878807089152","1236123466685796352","15486485","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","StephenWoots",0,FALSE,FALSE,NA,NA
